"Cocunut","Mortgage_YN","AGE_AT_ORIGINATION","AGE","YEARS_WITH_BANK","MARTIAL_STATUS","EDUCATION","EMPLOYMENT","GENDER","CUST_INCOME","CURRENT_ADDRESS_DATE","CURRENT_JOB_DATE","CURRENT_WITH_BANK_DATE","CURRENT_BALANCE_EUR","YEARS_WITH_CURRENT_JOB"
1443,"N",NA,37,13,"M","HGH","PVE","F",565.3538462,2001-02-01,2006-08-01,2003-08-18,21.98453846,16.9664613278576
1447,"N",NA,59,13,"W","HGH","RET","F",769.2307692,1982-01-01,9999-10-01,2003-09-29,0,15.8110882956879
1450,"N",NA,46,13,"S","BCR","PVE","M",163.6923077,2007-10-20,2010-07-01,2003-10-31,0,13.0513347022587
1452,"N",NA,70,15,"M","BCR","RET","M",335.7774615,1980-01-01,9999-10-01,2001-10-29,60.35392308,15.8110882956879
1453,"N",NA,59,15,"M","HGH","STE","F",649.8,2003-09-01,1980-10-01,2002-01-09,533.8898462,42.798083504449
1455,"N",NA,45,14,"M","BCR","PVE","M",166.8192308,2010-05-01,2001-11-16,2003-02-19,0,21.6728268309377
1459,"N",NA,52,14,"M","PHD","STE","M",814.9230769,1995-09-01,1989-11-01,2003-03-08,267.511,33.7138945927447
1462,"N",NA,42,15,"S","BCR","PVE","M",429.6901538,2010-03-01,2012-07-01,2001-12-08,114.396,11.0499657768652
1465,"N",NA,65,14,"W","HGH","RET","F",242.3340769,2007-07-01,9999-10-01,2003-06-02,0,15.8110882956879
1467,"N",NA,67,14,"M","BCR","RET","M",599.9538462,1950-01-26,9999-10-01,2003-06-17,20.17715385,15.8110882956879
1473,"N",NA,54,13,"M","HGH","PVE","M",618.4923077,1963-09-01,1997-01-01,2003-10-01,252.6943846,26.5462012320329
1475,"N",NA,64,13,"M","HGH","RET","F",207.5803846,2000-05-01,9999-10-01,2003-10-07,76.92861538,15.8110882956879
1483,"N",NA,69,14,"S","HGH","RET","M",244.6984615,1974-01-01,9999-10-01,2002-12-24,0,15.8110882956879
1487,"N",NA,66,14,"M","HGH","RET","M",331.4738462,1996-06-01,9999-10-01,2003-02-07,0,15.8110882956879
1488,"N",NA,50,14,"M","HGH","STE","M",625.8023846,1967-01-16,1988-03-14,2002-08-05,0,35.3483915126626
1490,"N",NA,49,14,"M","BCR","STE","F",552.3733077,2001-01-01,1998-04-01,2003-02-12,38.62884615,25.3004791238877
1492,"N",NA,59,14,"M","HGH","RET","F",253.6338462,1977-03-08,9999-10-01,2003-02-14,205.8521538,15.8110882956879
1493,"N",NA,54,14,"M","HGH","PVE","M",245.3033846,1963-02-16,2014-12-01,2003-02-20,209.7151538,8.63244353182752
1496,"N",NA,40,14,"M","BCR","PVE","F",468.4769231,1999-08-01,2002-01-01,2003-02-26,382.5493077,21.5468856947296
1497,"N",NA,44,14,"M","MAS","PVE","M",1178.615385,1979-03-01,2005-05-01,2003-03-12,0,18.217659137577
1498,"N",NA,64,14,"D","HGH","RET","F",286.1430769,2008-09-19,9999-10-01,2003-03-24,0,15.8110882956879
1499,"N",NA,56,14,"M","SEC","PVE","F",384.6153846,1987-01-01,1993-06-13,2003-04-10,0,30.0999315537303
1502,"N",NA,61,14,"M","HGH","PVE","M",397.2846154,1981-01-01,2003-04-01,2003-05-08,332.3824615,20.3011635865845
1504,"N",NA,61,14,"M","HGH","RET","M",435.9822308,1981-05-01,9999-10-01,2003-06-07,0,15.8110882956879
1507,"N",NA,56,14,"M","HGH","PVE","M",348.2230769,1968-04-01,2003-06-03,2003-06-27,0,20.1286789869952
1508,"N",NA,56,13,"M","HGH","STE","F",272.3646154,1982-02-02,1983-10-05,2003-07-16,258.9396923,39.7891854893908
1509,"N",NA,46,13,"M","BCR","STE","F",362.9461538,2004-10-12,1994-09-01,2003-07-18,81.77661538,28.8815879534565
1510,"N",NA,57,13,"M","BCR","STE","F",363.9076923,1991-12-10,1984-09-01,2003-07-24,22.40546154,38.880219028063
1513,"N",NA,65,13,"W","BCR","RET","F",279.2707692,2013-01-01,9999-10-01,2003-08-12,65.44515385,15.8110882956879
1516,"N",NA,66,13,"M","BCR","STE","F",796.4011538,1990-08-12,1984-09-01,2003-10-28,0.687461538,38.880219028063
1519,"N",NA,54,13,"W","BCR","STE","F",659.1153846,1990-11-17,2014-04-01,2003-09-19,174.823,9.30047912388775
1522,"N",NA,55,13,"S","BCR","STE","M",564.4790769,2006-07-01,1985-08-31,2003-09-27,103.6826154,37.8836413415469
1523,"N",NA,67,15,"M","BCR","RET","F",261.5384615,1974-05-01,9999-10-01,2002-02-28,90.00153846,15.8110882956879
1528,"N",NA,51,13,"M","BCR","PVE","M",1129.423077,2005-11-02,2002-10-05,2003-10-30,286.6192308,20.788501026694
1529,"N",NA,49,13,"M","MAS","STE","F",403.2,2013-10-10,1992-09-01,2003-11-03,0,30.880219028063
1531,"N",NA,66,13,"M","HGH","RET","F",369.9435385,1995-01-01,9999-10-01,2003-11-12,374.2794615,15.8110882956879
1536,"N",NA,41,13,"M","BCR","PVE","F",797.4238462,2011-07-08,2008-07-01,2003-11-27,0,15.0499657768652
1540,"N",NA,44,14,"M","BCR","PVE","M",384.6153846,2005-06-01,2011-02-05,2002-11-06,100.0188462,12.4517453798768
1541,"N",NA,46,13,"S","BCR","STE","M",400.6061538,1976-06-01,2005-04-22,2003-11-19,0,18.2422997946612
1544,"N",NA,64,15,"M","BCR","RET","M",482.4133077,1989-01-01,9999-10-01,2002-07-02,62.86946154,15.8110882956879
1546,"N",NA,76,15,"M","BCR","RET","M",417.8846154,9999-10-01,9999-10-01,2002-07-02,95.14023077,15.8110882956879
1547,"N",NA,75,15,"M","BCR","RET","M",530.9907692,1977-05-01,9999-10-01,2002-07-04,1.494461538,15.8110882956879
1552,"N",NA,48,15,"M","PHD","STE","M",774.0151538,1991-08-01,1996-02-10,2002-05-24,0,27.4387405886379
1555,"N",NA,49,15,"M","BCR","STE","M",429.6785385,1976-01-01,2000-11-13,2001-12-28,0,22.6803559206023
1556,"N",NA,50,14,"M","HGH","RET","F",231.2048462,1999-09-01,9999-10-01,2003-02-10,71.17423077,15.8110882956879
1558,"N",NA,69,14,"M","BCR","RET","M",537.8292308,1985-12-15,9999-10-01,2003-03-28,0,15.8110882956879
1562,"N",NA,68,13,"D","BCR","RET","M",393.3323077,1984-03-15,9999-10-01,2003-08-21,0,15.8110882956879
1563,"N",NA,46,14,"M","BCR","PVE","M",2658.576923,1974-12-01,2008-07-01,2003-07-02,1579.846,15.0499657768652
1572,"N",NA,39,14,"M","HGH","PVE","M",732.6282308,2007-01-01,2010-01-01,2003-02-26,79.44438462,13.5468856947296
1574,"N",NA,54,14,"M","BCR","STE","M",828.2115385,1996-01-01,1994-06-01,2003-04-05,38.89930769,29.1334702258727
1589,"N",NA,63,13,"D","HGH","RET","F",234.5384615,1991-08-15,9999-10-01,2003-07-28,185.2976154,15.8110882956879
1590,"N",NA,55,13,"M","HGH","OTH","M",346.6263846,1996-11-06,1996-11-06,2003-07-22,193.1901538,26.6995208761123
1594,"N",NA,44,13,"M","BCR","PVE","M",1013.678154,2007-08-28,2006-01-01,2003-09-15,398.1349231,17.5468856947296
1599,"N",NA,58,13,"S","BCR","PVE","F",229.6384615,2015-04-22,2008-09-01,2003-09-29,0,14.880219028063
1607,"N",NA,47,14,"M","HGH","PVE","F",299.8689231,1998-01-01,1996-10-02,2003-01-11,291.8878462,26.7953456536619
1612,"N",NA,48,13,"M","BCR","STE","F",447.5384615,2008-01-01,2012-04-18,2003-10-17,360.0216923,11.2525667351129
1613,"N",NA,49,13,"S","HGH","PVE","M",239.7262308,1968-03-11,2014-04-01,2003-12-01,29.12307692,9.30047912388775
1619,"N",NA,63,14,"M","PHD","STE","M",806.1692308,2011-02-10,2013-10-18,2003-04-08,11.543,9.75222450376454
1626,"N",NA,61,13,"M","HGH","PVE","M",289.9384615,1990-01-01,2010-09-01,2003-08-11,288.2527692,12.8815879534565
1632,"N",NA,51,13,"M","BCR","STE","M",619.4349231,2014-09-01,2012-06-12,2003-11-07,301.0245385,11.1019849418207
1640,"N",NA,61,13,"M","BCR","RET","M",297.8746154,1982-03-01,9999-10-01,2003-08-28,0,15.8110882956879
1642,"N",NA,63,13,"W","HGH","RET","M",289.1706923,1954-06-17,9999-10-01,2003-09-15,0,15.8110882956879
1650,"N",NA,34,13,"M","BCR","PVE","M",423.0769231,2005-06-01,2011-11-01,2003-11-22,0,11.7152635181383
1657,"N",NA,61,13,"M","BCR","STE","M",406.2923077,1956-01-18,2005-09-01,2003-08-18,60.639,17.8809034907598
1658,"N",NA,54,13,"S","HGH","PVE","F",567.4691538,1963-03-26,2015-08-01,2003-08-20,207.3993846,7.96714579055442
1660,"N",NA,48,13,"D","HGH","PVE","M",656.6885385,1972-07-01,2015-01-12,2003-11-26,158.0775385,8.51745379876797
1661,"N",NA,73,14,"M","HGH","RET","M",308.1066154,1986-01-01,9999-10-01,2003-06-09,29.67130769,15.8110882956879
1669,"N",NA,67,13,"M","BCR","RET","F",369.1110769,1977-04-13,9999-10-01,2003-08-11,0,15.8110882956879
1671,"N",NA,62,13,"M","HGH","RET","F",337.8259231,1997-07-23,9999-10-01,2003-09-29,0,15.8110882956879
1673,"N",NA,60,13,"M","HGH","PVE","M",276.9230769,2001-07-12,1986-02-16,2003-10-21,234.6772308,37.4209445585216
1676,"N",NA,43,13,"M","HGH","PVE","M",462.9230769,2004-11-10,2015-07-18,2003-10-24,467.3853846,8.00547570157426
1677,"N",NA,53,13,"S","PRS","STE","M",190.0920769,1973-01-01,2002-11-13,2003-10-30,0,20.6817248459959
1678,"N",NA,52,13,"M","HGH","STE","F",199.3880769,1973-01-01,2003-05-26,2003-10-30,204.0504615,20.1505817932923
1680,"N",NA,46,13,"W","HGH","STE","F",525.9778462,1996-07-20,1997-09-01,2003-11-06,473.1831538,25.8809034907598
1685,"N",NA,36,13,"M","HGH","STE","M",500.5096923,1981-10-12,1998-06-01,2003-12-02,426.5130769,25.1334702258727
1691,"N",NA,60,14,"M","BCR","STE","F",1056.161538,1957-03-08,1987-01-01,2003-04-14,0,36.5475701574264
1694,"N",NA,55,13,"M","BCR","STE","M",693.229,2002-11-01,2000-06-01,2003-12-08,506.7612308,23.1321013004791
1695,"N",NA,61,13,"M","BCR","PVE","F",384.6153846,1998-01-01,1997-08-15,2003-12-06,195.5411538,25.927446954141
1697,"N",NA,45,13,"S","HGH","PVE","M",2717.948692,2000-01-01,2013-09-01,2003-12-09,53.28184615,9.88090349075975
1702,"N",NA,63,13,"W","HGH","STE","F",791.1842308,1985-01-01,2003-11-18,2003-12-22,117.724,19.668720054757
1704,"N",NA,49,15,"M","BCR","PVE","M",213.4153846,1989-12-01,1997-10-01,2002-02-19,101.177,25.7987679671458
1710,"N",NA,72,13,"M","BCR","RET","M",920.8364615,1989-12-10,9999-10-01,2003-12-10,544.2090769,15.8110882956879
1713,"N",NA,61,13,"M","HGH","PVE","M",295.5269231,1990-09-01,2012-01-20,2003-12-05,58.06938462,11.4962354551677
1716,"N",NA,44,13,"M","BCR","STE","F",446.4384615,2011-12-01,2015-04-06,2003-12-15,66.90515385,8.28747433264887
1718,"N",NA,41,13,"M","BCR","PVE","F",1023.076923,2007-09-15,2012-01-09,2003-12-24,0,11.5263518138261
1720,"N",NA,38,13,"M","HGH","STE","F",266.4451538,9999-10-01,2004-03-16,2003-12-24,348.7961538,19.3429158110883
1721,"N",NA,51,13,"D","BCR","PVE","F",1750.630769,1973-09-01,2004-06-21,2003-12-24,748.4975385,19.0773442847365
1723,"N",NA,38,13,"M","HGH","PVE","F",588.0785385,2006-01-01,2012-05-01,2003-12-24,0,11.2169746748802
1731,"N",NA,45,13,"M","HGH","STE","F",320.4076923,2002-12-19,1996-02-12,2003-12-24,96.52115385,27.4332648870637
1732,"N",NA,60,13,"S","BCR","PVE","F",868.5307692,1980-05-01,1979-11-05,2003-12-27,0,43.7043121149897
1733,"N",NA,44,13,"M","HGH","STE","F",201.3307692,1997-04-29,2007-06-06,2004-01-09,196.4090769,16.1204654346338
1738,"N",NA,57,13,"D","HGH","STE","F",460.2899231,1980-01-01,1987-02-01,2004-01-09,61.47276923,36.4626967830253
1744,"N",NA,52,13,"D","BCR","STE","F",364.101,2006-01-01,1987-09-01,2004-01-05,373.5205385,35.8822724161533
1748,"N",NA,54,13,"D","PRS","STE","M",236.1153846,1979-09-15,1994-05-16,2004-01-09,0,29.1772758384668
1755,"N",NA,54,13,"D","HGH","PVE","F",1036.706538,2007-05-01,2003-11-10,2003-12-10,0,19.6906228610541
1760,"N",NA,60,13,"M","HGH","PVE","M",267.9391538,1967-12-15,1977-06-15,2004-01-10,268.8203846,46.0944558521561
1764,"N",NA,47,13,"M","PHD","STE","M",707.1615385,2005-11-15,1998-03-16,2004-01-12,333.012,25.3442847364819
1772,"N",NA,63,13,"M","HGH","RET","M",176.0769231,1976-08-14,9999-10-01,2003-12-24,67.73523077,15.8110882956879
1775,"N",NA,57,13,"M","HGH","STE","M",309.9051538,2004-10-11,1990-05-01,2004-01-13,233.2276154,33.2183436002738
1776,"N",NA,52,13,"M","HGH","PVE","M",293.0126154,1987-03-05,2012-02-01,2004-01-10,41.00869231,11.4633812457221
1777,"N",NA,55,14,"S","HGH","PVE","F",576.5607692,1999-01-01,2003-12-15,2002-12-04,429.8799231,19.5947980835045
1780,"N",NA,58,15,"M","BCR","PVE","M",3053.574308,2013-10-01,2013-11-01,2002-04-23,4.113923077,9.7138945927447
1786,"N",NA,48,13,"M","HGH","STE","M",318.3592308,1985-01-01,2003-12-01,2004-01-14,0,19.6331279945243
1787,"N",NA,46,13,"M","HGH","STE","M",340.5692308,1971-03-21,2003-12-15,2004-01-14,181.6166154,19.5947980835045
1788,"N",NA,45,13,"M","SEC","STE","F",233.9769231,1991-08-03,1996-10-01,2004-01-14,0,26.798083504449
1792,"N",NA,46,13,"M","BCR","STE","F",441.9692308,2009-05-25,1995-08-01,2004-01-14,100.2569231,27.9671457905544
1797,"N",NA,51,13,"M","HGH","PVE","M",230.7692308,2000-02-16,2013-08-01,2004-01-15,0,9.96577686516085
1799,"N",NA,46,13,"M","HGH","PVE","F",185.8974615,1971-04-16,2013-06-01,2004-01-15,57.69561538,10.1327857631759
1803,"N",NA,60,13,"M","HGH","STE","F",292.2645385,1978-01-01,1981-09-07,2004-01-15,271.5682308,41.864476386037
1804,"N",NA,49,13,"M","BCR","STE","F",397.5519231,2005-01-01,1990-09-01,2004-01-15,51.91376923,32.8815879534565
1806,"N",NA,42,13,"M","BCR","STE","M",834.8087692,2005-12-26,2010-07-29,2004-01-15,852.6290769,12.974674880219
1810,"N",NA,55,13,"D","BCR","STE","M",342.1849231,1991-03-01,1998-10-13,2004-01-15,62.77746154,24.766598220397
1816,"N",NA,66,14,"M","BCR","RET","F",423.0769231,1980-07-01,9999-10-01,2002-07-12,0,15.8110882956879
1817,"N",NA,69,13,"M","BCR","RET","F",399.1623077,1984-04-20,9999-10-01,2004-01-16,0,15.8110882956879
1820,"N",NA,51,13,"S","BCR","STE","M",358.2846154,1966-05-28,2013-12-02,2004-01-19,0,9.6290212183436
1824,"N",NA,47,13,"M","PRS","PVE","M",464.7843846,1970-12-23,2016-07-01,2004-01-19,131.0352308,7.04996577686516
1825,"N",NA,51,13,"M","HGH","PVE","F",794.8404615,1974-04-01,2004-01-19,2004-01-19,47.25223077,19.4989733059548
1826,"N",NA,47,15,"M","HGH","PVE","M",1025.307692,2008-10-11,2001-07-20,2002-05-20,467.1123077,21.9986310746064
1827,"N",NA,67,13,"M","BCR","RET","M",286.2948462,2004-11-09,9999-10-01,2004-01-20,0,15.8110882956879
1834,"N",NA,42,13,"M","MAS","STE","F",476.1538462,2015-03-01,2005-02-10,2004-01-21,0,18.4366872005476
1838,"N",NA,47,13,"S","HGH","PVE","F",421.8076923,1976-12-28,2011-03-14,2004-01-22,370.0823077,12.3504449007529
1840,"N",NA,50,13,"S","PHD","STE","M",616.8230769,2004-06-01,1998-04-21,2004-01-23,0,25.2457221081451
1846,"N",NA,58,13,"M","HGH","STE","F",300,1978-06-18,1991-03-01,2004-01-26,229.752,32.3860369609856
1847,"N",NA,45,13,"M","HGH","PVE","M",389.1147692,1972-07-23,1997-07-01,2004-01-26,261.0103846,26.0506502395619
1850,"N",NA,54,13,"M","HGH","PVE","M",206.2538462,2008-01-01,2014-12-07,2004-01-27,70.345,8.61601642710472
1852,"N",NA,44,15,"M","BCR","PVE","F",444.7,2003-02-01,2015-05-11,2001-09-26,0,8.19164955509925
1858,"N",NA,46,14,"S","BCR","PVE","F",266.9230769,2002-05-22,1998-11-02,2002-11-21,252.7150769,24.7118412046543
1860,"N",NA,57,13,"M","HGH","PVE","F",306.3538462,1980-01-01,2005-04-01,2004-01-28,0,18.299794661191
1863,"N",NA,51,13,"M","HGH","STE","M",306.2384615,2003-01-01,1994-07-11,2004-01-28,349.9338462,29.0239561943874
1865,"N",NA,46,13,"M","BCR","PVE","M",958.6384615,2001-10-10,2015-01-12,2004-01-28,0,8.51745379876797
1868,"N",NA,55,13,"M","HGH","PVE","F",212.2739231,1995-02-18,2005-08-01,2004-01-29,181.8238462,17.9657768651608
1869,"N",NA,52,13,"M","HGH","PVE","F",297.788,2005-12-10,2016-07-01,2004-01-29,0,7.04996577686516
1872,"N",NA,47,13,"M","HGH","PVE","M",530.1128462,2000-06-07,1991-07-15,2004-01-29,508.2001538,32.0136892539357
1873,"N",NA,62,13,"D","BCR","STE","F",1049.901615,2003-09-01,1998-01-01,2004-01-30,78.03007692,25.5468856947296
1888,"N",NA,56,13,"M","BCR","PVE","M",684.7422308,1990-01-01,2015-01-12,2004-02-03,633.5336154,8.51745379876797
1891,"N",NA,47,13,"M","HGH","STE","F",173.7838462,1970-10-30,1995-05-29,2004-02-03,79.19269231,28.1423682409309
1892,"N",NA,73,13,"M","HGH","RET","M",288.8137692,9999-10-01,9999-10-01,2004-02-04,75.28484615,15.8110882956879
1893,"N",NA,45,13,"M","HGH","PVE","M",389.2769231,1997-05-14,2002-05-13,2004-02-04,209.1284615,21.1854893908282
1895,"N",NA,36,13,"S","HGH","PVE","M",283.9014615,1981-11-02,2003-09-01,2004-02-04,0,19.8822724161533
1897,"N",NA,40,13,"D","HGH","PVE","F",1108.521846,2009-06-01,2014-08-10,2004-02-04,1132.524077,8.94182067077344
1898,"N",NA,48,13,"S","HGH","PVE","M",457.2076923,1969-08-07,1990-10-29,2004-02-04,441.7578462,32.7227926078029
1900,"N",NA,39,13,"M","HGH","PVE","M",400.3447692,1996-04-18,2001-03-01,2004-02-05,276.2160769,22.3846680355921
1911,"N",NA,40,13,"M","BCR","PVE","M",575.7769231,2003-11-21,2003-12-16,2004-02-07,0,19.5920602327173
1919,"N",NA,39,13,"M","BCR","STE","F",334.0230769,2006-01-01,2001-01-30,2004-02-11,73.80238462,22.466803559206
1920,"N",NA,41,13,"M","BCR","PVE","F",443.063,2005-07-15,1997-04-01,2004-02-11,73.91892308,26.299794661191
1923,"N",NA,56,15,"M","BCR","PVE","M",3110.523077,1996-03-31,1996-05-01,2001-12-24,0,27.2169746748802
1929,"N",NA,60,14,"M","BCR","RET","F",322.351,1982-10-18,9999-10-01,2003-05-28,330.4075385,15.8110882956879
1932,"N",NA,54,13,"M","BCR","STE","F",310.157,2004-03-13,1995-09-01,2004-02-17,0,27.8822724161533
1935,"N",NA,41,13,"M","BCR","STE","F",528.7073846,2004-01-01,2006-08-01,2004-02-17,0,16.9664613278576
1939,"N",NA,58,13,"M","HGH","STE","M",324.1307692,1992-07-01,1997-04-14,2004-02-18,0,26.2642026009582
1941,"N",NA,41,13,"M","BCR","PVE","F",999.7615385,2008-01-01,2015-07-10,2004-02-18,0,8.02737850787132
1947,"N",NA,44,13,"M","SEC","PVE","M",295.5526923,2007-02-05,2000-09-20,2004-02-19,303.7883846,22.8281998631075
1949,"N",NA,40,13,"M","HGH","PVE","M",191.5384615,2008-01-01,2003-01-01,2004-02-19,174.0121538,20.5475701574264
1957,"N",NA,69,13,"M","BCR","RET","M",348.137,1968-01-01,9999-10-01,2004-02-23,0,15.8110882956879
1958,"N",NA,50,13,"M","BCR","STE","F",239.5,1984-05-15,1988-02-17,2004-02-23,107.5592308,35.419575633128
1959,"N",NA,52,13,"M","BCR","PVE","F",923.0769231,1993-09-01,2004-02-19,2004-02-23,0,19.4140999315537
1961,"N",NA,67,13,"D","HGH","RET","F",283.8515385,2002-02-15,9999-10-01,2003-09-03,143.8936923,15.8110882956879
1966,"N",NA,55,13,"M","HGH","PVE","F",237.3153846,1996-03-29,1997-08-04,2004-02-24,170.4464615,25.9575633127995
1971,"N",NA,38,13,"M","PRS","PVE","M",638.3027692,2010-03-03,2004-02-21,2004-02-25,268.9009231,19.4086242299795
1977,"N",NA,37,11,"M","BCR","STE","M",582.2,1992-01-01,2009-12-30,2005-07-13,107.651,13.5523613963039
1995,"N",NA,45,13,"M","HGH","STE","M",215.4230769,1972-04-26,2009-11-01,2004-03-03,188.7623077,13.7138945927447
1996,"N",NA,42,13,"M","HGH","PVE","M",353.1404615,1975-05-04,2001-01-01,2004-03-03,205.1332308,22.5462012320329
1997,"N",NA,62,13,"M","BCR","PVE","F",1331.008462,1995-09-01,2006-11-20,2004-03-03,0,16.662559890486
1998,"N",NA,50,13,"M","PRS","PVE","M",630.4330769,1990-01-01,2010-01-01,2004-03-04,0,13.5468856947296
2005,"N",NA,65,14,"M","BCR","STE","M",339.2295385,1999-12-22,1990-09-01,2003-01-22,308.3881538,32.8815879534565
2007,"N",NA,48,13,"M","SEC","PVE","M",527.4868462,1974-07-01,2016-07-01,2004-03-04,410.2679231,7.04996577686516
2009,"N",NA,51,13,"M","HGH","PVE","F",343.4761538,1985-01-01,2002-01-14,2004-03-05,284.453,21.5112936344969
2010,"N",NA,62,13,"D","HGH","RET","F",253.4019231,1966-04-26,9999-10-01,2004-03-05,79.00007692,15.8110882956879
2012,"N",NA,38,13,"M","HGH","PVE","M",364.532,2002-03-11,2002-03-06,2004-03-05,24.99261538,21.3716632443532
2016,"N",NA,43,13,"M","HGH","STE","M",445.5769231,2002-12-06,2004-05-19,2004-03-06,376.1840769,19.1676933607118
2017,"N",NA,38,12,"S","HGH","PVE","M",441.2854615,1995-11-11,2002-07-15,2005-06-24,500.909,21.0130047912389
2019,"N",NA,39,13,"M","HGH","PVE","M",339.6897692,2010-06-05,2001-01-15,2004-03-09,242.0192308,22.507871321013
2022,"N",NA,65,13,"M","HGH","RET","M",237.9524615,2002-03-01,9999-10-01,2004-03-10,244.1408462,15.8110882956879
2023,"N",NA,42,13,"M","BCR","PVE","F",1509.593154,2011-04-08,2004-05-24,2004-03-10,0,19.1540041067762
2025,"N",NA,47,13,"M","BCR","STE","F",365.5637692,2005-06-01,2003-09-23,2004-03-11,315.3193077,19.8220396988364
2027,"N",NA,54,13,"M","HGH","SFE","F",347.6153846,2002-01-01,2012-09-11,2004-03-11,0,10.8528405201917
2028,"N",NA,44,13,"M","HGH","PVE","M",361.2123846,2005-07-15,1997-05-08,2004-03-12,211.8969231,26.1984941820671
2033,"N",NA,42,13,"D","BCR","PVE","F",376.8384615,2000-01-01,2008-01-01,2004-03-15,378.0582308,15.5482546201232
2046,"N",NA,65,13,"M","HGH","RET","M",225.6954615,1991-04-16,9999-10-01,2004-03-17,0,15.8110882956879
2051,"N",NA,40,13,"M","BCR","PVE","F",1747.761538,2003-11-06,2002-10-28,2004-03-03,0,20.72553045859
2053,"N",NA,52,14,"M","BCR","PVE","M",722.0106154,2006-01-01,2008-03-27,2002-08-20,0,15.3127994524298
2057,"N",NA,39,13,"M","BCR","STE","M",166.3615385,1998-10-10,2015-03-19,2004-03-19,19.80376923,8.33675564681725
2060,"N",NA,62,13,"M","HGH","PVE","M",466.0464615,1955-04-06,1978-08-01,2004-03-22,389.2062308,44.9664613278576
2063,"N",NA,55,14,"M","HGH","PVE","F",346.1538462,1962-03-13,2013-07-01,2002-07-13,134.8287692,10.0506502395619
2068,"N",NA,35,13,"M","BCR","PVE","M",510.3607692,1995-01-01,2007-05-14,2004-03-22,336.6096154,16.1834360027378
2077,"N",NA,64,13,"M","HGH","RET","F",206.2933846,1953-07-19,9999-10-01,2004-03-25,76.431,15.8110882956879
2086,"N",NA,57,13,"D","BCR","STE","F",473.9528462,1996-05-01,2007-04-16,2004-03-26,411.8656923,16.2600958247776
2087,"N",NA,41,13,"M","HGH","PVE","M",654.6737692,2005-05-30,2001-01-01,2004-03-27,126.784,22.5462012320329
2089,"N",NA,49,13,"D","HGH","PVE","M",338.568,1997-12-03,2006-09-01,2004-03-09,0,16.8815879534565
2090,"N",NA,47,13,"S","PRS","PVE","M",231.5923077,2001-01-01,2006-06-01,2004-03-29,16.78076923,17.1334702258727
2093,"N",NA,42,13,"S","HGH","STE","M",647.1252308,1988-01-10,2012-05-04,2004-03-29,0,11.2087611225188
2097,"N",NA,54,13,"M","BCR","STE","F",466.2892308,2004-05-06,2003-03-01,2004-03-30,444.3178462,20.3860369609856
2101,"N",NA,40,13,"W","BCR","STE","F",340.5384615,2002-01-01,2004-01-06,2004-03-30,0,19.5345653661875
2102,"N",NA,43,13,"M","HGH","PVE","M",322.5897692,1998-07-03,2001-09-01,2004-03-31,337.7899231,21.8809034907598
2105,"N",NA,35,13,"M","PRS","PVE","M",443.9476154,1982-05-15,2016-07-01,2004-03-31,455.3913077,7.04996577686516
2106,"N",NA,66,13,"M","BCR","RET","F",246.1538462,1995-02-01,9999-10-01,2004-04-01,14.62623077,15.8110882956879
2107,"N",NA,61,13,"M","BCR","PVE","M",2893.223077,1985-05-13,2006-05-15,2003-07-26,0,17.1800136892539
2116,"N",NA,52,13,"M","HGH","STE","M",305.4692308,1980-12-01,2000-02-01,2004-04-05,276.9073846,23.4633812457221
2119,"N",NA,82,13,"M","BCR","RET","F",206.7261538,1972-02-01,9999-10-01,2004-03-30,38.55515385,15.8110882956879
2122,"N",NA,54,13,"M","BCR","PVE","F",0,1991-01-01,2008-01-05,2004-04-06,67.91938462,15.5373032169747
2128,"N",NA,68,15,"M","BCR","RET","M",361.2109231,1989-05-01,9999-10-01,2002-03-25,0,15.8110882956879
2130,"N",NA,61,14,"M","BCR","PVE","F",522.6780769,2001-08-10,1978-06-15,2002-07-09,153.5598462,45.0951403148528
2134,"N",NA,48,13,"M","BCR","PVE","M",1836.288538,1983-05-01,2012-12-03,2004-04-08,730.8446154,10.6255989048597
2136,"N",NA,52,15,"M","HGH","PVE","M",670.0153846,2003-12-08,1991-03-01,2001-11-29,76.03546154,32.3860369609856
2138,"N",NA,52,13,"S","HGH","PVE","M",626.4584615,1972-12-10,2012-02-10,2004-04-13,461.7046154,11.4387405886379
2140,"N",NA,43,14,"S","BCR","STE","F",986.4153846,2008-01-01,2005-12-25,2003-02-21,0,17.5660506502396
2145,"N",NA,48,13,"M","HGH","STE","M",291.0491538,1969-06-27,1999-07-19,2004-04-14,72.35946154,24.0027378507871
2146,"N",NA,47,13,"M","HGH","STE","M",554.3313077,2002-04-18,2016-07-01,2004-04-14,125.6783846,7.04996577686516
2147,"N",NA,48,13,"S","HGH","PVE","M",0,1980-12-01,1989-12-25,2004-04-14,78.73846154,33.5660506502396
2150,"N",NA,43,13,"M","HGH","PVE","M",472.1769231,1980-09-01,2005-09-01,2004-04-14,464.6112308,17.8809034907598
2151,"N",NA,55,13,"M","BCR","PVE","M",322.5384615,2002-01-18,2014-03-15,2003-10-14,0,9.34702258726899
2156,"N",NA,66,13,"M","BCR","RET","F",615.0563846,1990-01-07,9999-10-01,2004-04-16,123.9177692,15.8110882956879
2157,"N",NA,53,13,"M","HGH","STE","M",555.6124615,1968-01-01,1987-02-17,2004-04-16,495.0786923,36.4188911704312
